t,x(t),v(t),p(t),eKin(t)
7.279627,10,0,0,0
7.280127,10,0,0,0
7.280627,10,0,0,0
7.281127,10,0,0,0
7.281628,10,0,0,0
7.282128,10,0,0,0
7.282628,10,0,0,0
7.283128,10,0,0,0
7.283628,10,0,0,0
7.284129,10,0,0,0
7.284629,10,0,0,0
7.285129,10,0,0,0
7.285629,10,0,0,0
7.286129,10,0,0,0
7.28663,10,0,0,0
7.28713,10,0,0,0
7.28763,10,0,0,0
7.28813,10,0,0,0
7.28863,10,0,0,0
7.289131,10,0,0,0
7.289631,10,0,0,0
7.290131,10,0,0,0
7.290631,10,0,0,0
7.291131,10,0,0,0
7.291632,10,0,0,0
7.292132,10,0,0,0
7.292632,10,0,0,0
7.293132,10,0,0,0
7.293633,10,0,0,0
7.294133,10,0,0,0
7.294633,10,0,0,0
7.295133,10,0,0,0
7.295633,10,0,0,0
7.296134,10,0,0,0
7.296634,10,0,0,0
7.297134,10,0,0,0
7.297634,10,0,0,0
7.298134,10,0,0,0
7.298635,10,0,0,0
7.299135,10,0,0,0
7.299635,10,0,0,0
7.300135,10,0,0,0
7.300635,10,0,0,0
7.301136,10,0,0,0
7.301636,10,0,0,0
7.302136,10,0,0,0
7.302636,10,0,0,0
7.303136,10,0,0,0
7.303637,10,0,0,0
7.304137,10,0,0,0
7.304637,10,0,0,0
7.305137,10,0,0,0
7.305637,10,0,0,0
7.306138,10,0,0,0
7.306638,10,0,0,0
7.307138,10,0,0,0
7.307638,10,0,0,0
7.308138,10,0,0,0
7.308639,10,0,0,0
7.309139,10,0,0,0
7.309639,10,0,0,0
7.310139,10,0,0,0
7.310639,10,0,0,0
7.31114,10,0,0,0
7.31164,10,0,0,0
7.31214,10,0,0,0
7.31264,10,0,0,0
7.31314,10,0,0,0
7.313641,10,0,0,0
7.314141,10,0,0,0
7.314641,10,0,0,0
7.315141,10,0,0,0
7.315641,10,0,0,0
7.316142,10,0,0,0
7.316642,10,0,0,0
7.317142,10,0,0,0
7.317642,10,0,0,0
7.318142,10,0,0,0
7.318643,10,0,0,0
7.319143,10,0,0,0
7.319643,10,0,0,0
7.320143,10,0,0,0
7.320643,10,0,0,0
7.321144,10,0,0,0
7.321644,10,0,0,0
7.322144,10,0,0,0
7.322644,10,0,0,0
7.323144,10,0,0,0
7.323645,10,0,0,0
7.324145,10,0,0,0
7.324645,10,0,0,0
7.325145,10,0,0,0
7.325645,10,0,0,0
7.326146,10,0,0,0
7.326646,10,0,0,0
7.327146,10,0,0,0
7.327646,10,0,0,0
7.328146,10,0,0,0
7.328647,10,0,0,0
7.329147,10,0,0,0
7.329647,10,0,0,0
7.330147,10,0,0,0
7.330647,10,0,0,0
7.331148,10,0,0,0
7.331648,10,0,0,0
7.332148,10,0,0,0
7.332648,10,0,0,0
7.333148,10,0,0,0
7.333649,10,0,0,0
7.334149,10,0,0,0
7.334649,10,0,0,0
7.335149,10,0,0,0
7.335649,10,0,0,0
7.33615,10,0,0,0
7.33665,10,0,0,0
7.33715,10,0,0,0
7.33765,10,0,0,0
7.338151,10,0,0,0
7.338651,10,0,0,0
7.339151,10,0,0,0
7.339651,10,0,0,0
7.340151,10,0,0,0
7.340652,10,0,0,0
7.341152,10,0,0,0
7.341652,10,0,0,0
7.342152,10,0,0,0
7.342652,10,0,0,0
7.343153,10,0,0,0
7.343653,10,0,0,0
7.344153,10,0,0,0
7.344653,10,0,0,0
7.345153,10,0,0,0
7.345654,10,0,0,0
7.346154,10,0,0,0
7.346654,10,0,0,0
7.347154,10,0,0,0
7.347654,10,0,0,0
7.348155,10,0,0,0
7.348655,10,0,0,0
7.349155,10,0,0,0
7.349655,10,0,0,0
7.350155,10,0,0,0
7.350656,10,0,0,0
7.351156,10,0,0,0
7.351656,10,0,0,0
7.352156,10,0,0,0
7.352656,10,0,0,0
7.353157,10,0,0,0
7.353657,10,0,0,0
7.354157,10,0,0,0
7.354657,10,0,0,0
7.355157,10,0,0,0
7.355658,10,0,0,0
7.356158,10,0,0,0
7.356658,10,0,0,0
7.357158,10,0,0,0
7.357658,10,0,0,0
7.358159,10,0,0,0
7.358659,10,0,0,0
7.359159,10,0,0,0
7.359659,10,0,0,0
7.360159,10,0,0,0
7.36066,10,0,0,0
7.36116,10,0,0,0
7.36166,10,0,0,0
7.36216,10,0,0,0
7.36266,10,0,0,0
7.363161,10,0,0,0
7.363661,10,0,0,0
7.364161,10,0,0,0
7.364661,10,0,0,0
7.365161,10,0,0,0
7.365662,10,0,0,0
7.366162,10,0,0,0
7.366662,10,0,0,0
7.367162,10,0,0,0
7.367662,10,0,0,0
7.368163,10,0,0,0
7.368663,10,0,0,0
7.369163,10,0,0,0
7.369663,10,0,0,0
7.370163,10,0,0,0
7.370664,10,0,0,0
7.371164,10,0,0,0
7.371664,10,0,0,0
7.372164,10,0,0,0
7.372664,10,0,0,0
7.373165,10,0,0,0
7.373665,10,0,0,0
7.374165,10,0,0,0
7.374665,10,0,0,0
7.375165,10,0,0,0
7.375666,10,0,0,0
7.376166,10,0,0,0
7.376666,10,0,0,0
7.377166,10,0,0,0
7.377666,10,0,0,0
7.378167,10,0,0,0
7.378667,10,0,0,0
7.379167,10,0,0,0
7.379667,10,0,0,0
7.380167,10,0,0,0
7.380668,10,0,0,0
7.381168,10,0,0,0
7.381668,10,0,0,0
7.382168,10,0,0,0
7.382668,10,0,0,0
7.383169,10,0,0,0
7.383669,10,0,0,0
7.384169,10,0,0,0
7.384669,10,0,0,0
7.38517,10,0,0,0
7.38567,10,0,0,0
7.38617,10,0,0,0
7.38667,10,0,0,0
7.38717,10,0,0,0
7.387671,10,0,0,0
7.388171,10,0,0,0
7.388671,10,0,0,0
7.389171,10,0,0,0
7.389671,10,0,0,0
7.390172,10,0,0,0
7.390672,10,0,0,0
7.391172,10,0,0,0
7.391672,10,0,0,0
7.392172,10,0,0,0
7.392673,10,0,0,0
7.393173,10,0,0,0
7.393673,10,0,0,0
7.394173,10,0,0,0
7.394673,10,0,0,0
7.395174,10,0,0,0
7.395674,10,0,0,0
7.396174,10,0,0,0
7.396674,10,0,0,0
7.397174,10,0,0,0
7.397675,10,0,0,0
7.398175,10,0,0,0
7.398675,10,0,0,0
7.399175,10,0,0,0
7.399675,10,0,0,0
7.400176,10,0,0,0
7.400676,10,0,0,0
7.401176,10,0,0,0
7.401676,10,0,0,0
7.402176,10,0,0,0
7.402677,10,0,0,0
7.403177,10,0,0,0
7.403677,10,0,0,0
7.404177,10,0,0,0
7.404677,10,0,0,0
7.405178,10,0,0,0
7.405678,10,0,0,0
7.406178,10,0,0,0
7.406678,10,0,0,0
7.407178,10,0,0,0
7.407679,10,0,0,0
7.408179,10,0,0,0
7.408679,10,0,0,0
7.409179,10,0,0,0
7.409679,10,0,0,0
7.41018,10,0,0,0
7.41068,10,0,0,0
7.41118,10,0,0,0
7.41168,10,0,0,0
7.41218,10,0,0,0
7.412681,10,0,0,0
7.413181,10,0,0,0
7.413681,10,0,0,0
7.414181,10,0,0,0
7.414681,10,0,0,0
7.415182,10,0,0,0
7.415682,10,0,0,0
7.416182,10,0,0,0
7.416682,10,0,0,0
7.417182,10,0,0,0
7.417683,10,0,0,0
7.418183,10,0,0,0
7.418683,10,0,0,0
7.419183,10,0,0,0
7.419683,10,0,0,0
7.420184,10,0,0,0
7.420684,10,0,0,0
7.421184,10,0,0,0
7.421684,10,0,0,0
7.422184,10,0,0,0
7.422685,10,0,0,0
7.423185,10,0,0,0
7.423685,10,0,0,0
7.424185,10,0,0,0
7.424685,10,0,0,0
7.425186,10,0,0,0
7.425686,10,0,0,0
7.426186,10,0,0,0
7.426686,10,0,0,0
7.427186,10,0,0,0
7.427687,10,0,0,0
7.428187,10,0,0,0
7.428687,10,0,0,0
7.429187,10,0,0,0
7.429688,10,0,0,0
7.430188,10,0,0,0
7.430688,10,0,0,0
7.431188,10,0,0,0
7.431688,10,0,0,0
7.432189,10,0,0,0
7.432689,10,0,0,0
7.433189,10,0,0,0
7.433689,10,0,0,0
7.434189,10,0,0,0
7.43469,10,0,0,0
7.43519,10,0,0,0
7.43569,10,0,0,0
7.43619,10,0,0,0
7.43669,10,0,0,0
7.437191,10,0,0,0
7.437691,10,0,0,0
7.438191,10,0,0,0
7.438691,10,0,0,0
7.439191,10,0,0,0
7.439692,10,0,0,0
7.440192,10,0,0,0
7.440692,10,0,0,0
7.441192,10,0,0,0
7.441692,10,0,0,0
7.442193,10,0,0,0
7.442693,10,0,0,0
7.443193,10,0,0,0
7.443693,10,0,0,0
7.444193,10,0,0,0
7.444694,10,0,0,0
7.445194,10,0,0,0
7.445694,10,0,0,0
7.446194,10,0,0,0
7.446694,10,0,0,0
7.447195,10,0,0,0
7.447695,10,0,0,0
7.448195,10,0,0,0
7.448695,10,0,0,0
7.449195,10,0,0,0
7.449696,10,0,0,0
7.450196,10,0,0,0
7.450696,10,0,0,0
7.451196,10,0,0,0
7.451696,10,0,0,0
7.452197,10,0,0,0
7.452697,10,0,0,0
7.453197,10,0,0,0
7.453697,10,0,0,0
7.454197,10,0,0,0
7.454698,10,0,0,0
7.455198,10,0,0,0
7.455698,10,0,0,0
7.456198,10,0,0,0
7.456698,10,0,0,0
7.457199,10,0,0,0
7.457699,10,0,0,0
7.458199,10,0,0,0
7.458699,10,0,0,0
7.459199,10,0,0,0
7.4597,10,0,0,0
7.4602,10,0,0,0
7.4607,10,0,0,0
7.4612,10,0,0,0
7.4617,10,0,0,0
7.462201,10,0,0,0
7.462701,10,0,0,0
7.463201,10,0,0,0
7.463701,10,0,0,0
7.464201,10,0,0,0
7.464702,10,0,0,0
7.465202,10,0,0,0
7.465702,10,0,0,0
7.466202,10,0,0,0
7.466702,10,0,0,0
7.467203,10,0,0,0
7.467703,10,0,0,0
7.468203,10,0,0,0
7.468703,10,0,0,0
7.469203,10,0,0,0
7.469704,10,0,0,0
7.470204,10,0,0,0
7.470704,10,0,0,0
7.471204,10,0,0,0
7.471704,10,0,0,0
7.472205,10,0,0,0
7.472705,10,0,0,0
7.473205,10,0,0,0
7.473705,10,0,0,0
7.474205,10,0,0,0
7.474706,10,0,0,0
7.475206,10,0,0,0
7.475706,10,0,0,0
7.476206,10,0,0,0
7.476707,10,0,0,0
7.477207,10,0,0,0
7.477707,10,0,0,0
7.478207,10,0,0,0
7.478707,10,0,0,0
7.479208,10,0,0,0
7.479708,10,0,0,0
7.480208,10,0,0,0
7.480708,10,0,0,0
7.481208,10,0,0,0
7.481709,10,0,0,0
7.482209,10,0,0,0
7.482709,10,0,0,0
7.483209,10,0,0,0
7.483709,10,0,0,0
7.48421,10,0,0,0
7.48471,10,0,0,0
7.48521,10,0,0,0
7.48571,10,0,0,0
7.48621,10,0,0,0
7.486711,10,0,0,0
7.487211,10,0,0,0
7.487711,10,0,0,0
7.488211,10,0,0,0
7.488711,10,0,0,0
7.489212,10,0,0,0
7.489712,10,0,0,0
7.490212,10,0,0,0
7.490712,10,0,0,0
7.491212,10,0,0,0
7.491713,10,0,0,0
7.492213,10,0,0,0
7.492713,10,0,0,0
7.493213,10,0,0,0
7.493713,10,0,0,0
7.494214,10,0,0,0
7.494714,10,0,0,0
7.495214,10,0,0,0
7.495714,10,0,0,0
7.496214,10,0,0,0
7.496715,10,0,0,0
7.497215,10,0,0,0
7.497715,10,0,0,0
7.498215,10,0,0,0
7.498715,10,0,0,0
7.499216,10,0,0,0
7.499716,10,0,0,0
7.500216,10,0,0,0
7.500716,10,0,0,0
7.501216,10,0,0,0
7.501717,10,0,0,0
7.502217,10,0,0,0
7.502717,10,0,0,0
7.503217,10,0,0,0
7.503717,10,0,0,0
7.504218,10,0,0,0
7.504718,10,0,0,0
7.505218,10,0,0,0
7.505718,10,0,0,0
7.506218,10,0,0,0
7.506719,10,0,0,0
7.507219,10,0,0,0
7.507719,10,0,0,0
7.508219,10,0,0,0
7.508719,10,0,0,0
7.50922,10,0,0,0
7.50972,10,0,0,0
7.51022,10,0,0,0
7.51072,10,0,0,0
7.51122,10,0,0,0
7.511721,10,0,0,0
7.512221,10,0,0,0
7.512721,10,0,0,0
7.513221,10,0,0,0
7.513721,10,0,0,0
7.514222,10,0,0,0
7.514722,10,0,0,0
7.515222,10,0,0,0
7.515722,10,0,0,0
7.516222,10,0,0,0
7.516723,10,0,0,0
7.517223,10,0,0,0
7.517723,10,0,0,0
7.518223,10,0,0,0
7.518723,10,0,0,0
7.519224,10,0,0,0
7.519724,10,0,0,0
7.520224,10,0,0,0
7.520724,10,0,0,0
7.521224,10,0,0,0
7.521725,10,0,0,0
7.522225,10,0,0,0
7.522725,10,0,0,0
7.523225,10,0,0,0
7.523726,10,0,0,0
7.524226,10,0,0,0
7.524726,10,0,0,0
7.525226,10,0,0,0
7.525726,10,0,0,0
7.526227,10,0,0,0
7.526727,10,0,0,0
7.527227,10,0,0,0
7.527727,10,0,0,0
7.528227,10,0,0,0
7.528728,10,0,0,0
7.529228,10,0,0,0
7.529728,10,0,0,0
7.530228,10,0,0,0
7.530728,10,0,0,0
7.531229,10,0,0,0
7.531729,10,0,0,0
7.532229,10,0,0,0
7.532729,10,0,0,0
7.533229,10,0,0,0
7.53373,10,0,0,0
7.53423,10,0,0,0
7.53473,10,0,0,0
7.53523,10,0,0,0
7.53573,10,0,0,0
7.536231,10,0,0,0
7.536731,10,0,0,0
7.537231,10,0,0,0
7.537731,10,0,0,0
7.538231,10,0,0,0
7.538732,10,0,0,0
7.539232,10,0,0,0
7.539732,10,0,0,0
7.540232,10,0,0,0
7.540732,10,0,0,0
7.541233,10,0,0,0
7.541733,10,0,0,0
7.542233,10,0,0,0
7.542733,10,0,0,0
7.543233,10,0,0,0
7.543734,10,0,0,0
7.544234,10,0,0,0
7.544734,10,0,0,0
7.545234,10,0,0,0
7.545734,10,0,0,0
7.546235,10,0,0,0
7.546735,10,0,0,0
7.547235,10,0,0,0
7.547735,10,0,0,0
7.548235,10,0,0,0
7.548736,10,0,0,0
7.549236,10,0,0,0
7.549736,10,0,0,0
7.550236,10,0,0,0
7.550736,10,0,0,0
7.551237,10,0,0,0
7.551737,10,0,0,0
7.552237,10,0,0,0
7.552737,10,0,0,0
7.553237,10,0,0,0
7.553738,10,0,0,0
7.554238,10,0,0,0
7.554738,10,0,0,0
7.555238,10,0,0,0
7.555738,10,0,0,0
7.556239,10,0,0,0
7.556739,10,0,0,0
7.557239,10,0,0,0
7.557739,10,0,0,0
7.558239,10,0,0,0
7.55874,10,0,0,0
7.55924,10,0,0,0
7.55974,10,0,0,0
7.56024,10,0,0,0
7.56074,10,0,0,0
7.561241,10,0,0,0
7.561741,10,0,0,0
7.562241,10,0,0,0
7.562741,10,0,0,0
7.563241,10,0,0,0
7.563742,10,0,0,0
7.564242,10,0,0,0
7.564742,10,0,0,0
7.565242,10,0,0,0
7.565742,10,0,0,0
7.566243,10,0,0,0
7.566743,10,0,0,0
7.567243,10,0,0,0
7.567743,10,0,0,0
7.568244,10,0,0,0
7.568744,10,0,0,0
7.569244,10,0,0,0
7.569744,10,0,0,0
7.570244,10,0,0,0
7.570745,10,0,0,0
7.571245,10,0,0,0
7.571745,10,0,0,0
7.572245,10,0,0,0
7.572745,10,0,0,0
7.573246,10,0,0,0
7.573746,10,0,0,0
7.574246,10,0,0,0
7.574746,10,0,0,0
7.575246,10,0,0,0
7.575747,10,0,0,0
7.576247,10,0,0,0
7.576747,10,0,0,0
7.577247,10,0,0,0
7.577747,10,0,0,0
7.578248,10,0,0,0
7.578748,10,0,0,0
7.579248,10,0,0,0
7.579748,10,0,0,0
7.580248,10,0,0,0
7.580749,10,0,0,0
7.581249,10,0,0,0
7.581749,10,0,0,0
7.582249,10,0,0,0
7.582749,10,0,0,0
7.58325,10,0,0,0
7.58375,10,0,0,0
7.58425,10,0,0,0
7.58475,10,0,0,0
7.58525,10,0,0,0
7.585751,10,0,0,0
7.586251,10,0,0,0
7.586751,10,0,0,0
7.587251,10,0,0,0
7.587751,10,0,0,0
7.588252,10,0,0,0
7.588752,10,0,0,0
7.589252,10,0,0,0
7.589752,10,0,0,0
7.590252,10,0,0,0
7.590753,10,0,0,0
7.591253,10,0,0,0
7.591753,10,0,0,0
7.592253,10,0,0,0
7.592753,10,0,0,0
7.593254,10,0,0,0
7.593754,10,0,0,0
7.594254,10,0,0,0
7.594754,10,0,0,0
7.595254,10,0,0,0
7.595755,10,0,0,0
7.596255,10,0,0,0
7.596755,10,0,0,0
7.597255,10,0,0,0
7.597755,10,0,0,0
7.598256,10,0,0,0
7.598756,10,0,0,0
7.599256,10,0,0,0
7.599756,10,0,0,0
7.600256,10,0,0,0
7.600757,10,0,0,0
7.601257,10,0,0,0
7.601757,10,0,0,0
7.602257,10,0,0,0
7.602757,10,0,0,0
7.603258,10,0,0,0
7.603758,10,0,0,0
7.604258,10,0,0,0
7.604758,10,0,0,0
7.605258,10,0,0,0
7.605759,10,0,0,0
7.606259,10,0,0,0
7.606759,10,0,0,0
7.607259,10,0,0,0
7.607759,10,0,0,0
7.60826,10,0,0,0
7.60876,10,0,0,0
7.60926,10,0,0,0
7.60976,10,0,0,0
7.61026,10,0,0,0
7.610761,10,0,0,0
7.611261,10,0,0,0
7.611761,10,0,0,0
7.612261,10,0,0,0
7.612761,10,0,0,0
7.613262,10,0,0,0
7.613762,10,0,0,0
7.614262,10,0,0,0
7.614762,10,0,0,0
7.615263,10,0,0,0
7.615763,10,0,0,0
7.616263,10,0,0,0
7.616763,10,0,0,0
7.617263,10,0,0,0
7.617764,10,0,0,0
7.618264,10,0,0,0
7.618764,10,0,0,0
7.619264,10,0,0,0
7.619764,10,0,0,0
7.620265,10,0,0,0
7.620765,10,0,0,0
7.621265,10,0,0,0
7.621765,10,0,0,0
7.622265,10,0,0,0
7.622766,10,0,0,0
7.623266,10,0,0,0
7.623766,10,0,0,0
7.624266,10,0,0,0
7.624766,10,0,0,0
7.625267,10,0,0,0
7.625767,10,0,0,0
7.626267,10,0,0,0
7.626767,10,0,0,0
7.627267,10,0,0,0
7.627768,10,0,0,0
7.628268,10,0,0,0
7.628768,10,0,0,0
7.629268,10,0,0,0
7.629768,10,0,0,0
7.630269,10,0,0,0
7.630769,10,0,0,0
7.631269,10,0,0,0
7.631769,10,0,0,0
7.632269,10,0,0,0
7.63277,10,0,0,0
7.63327,10,0,0,0
7.63377,10,0,0,0
7.63427,10,0,0,0
7.63477,10,0,0,0
7.635271,10,0,0,0
7.635771,10,0,0,0
7.636271,10,0,0,0
7.636771,10,0,0,0
7.637271,10,0,0,0
7.637772,10,0,0,0
7.638272,10,0,0,0
7.638772,10,0,0,0
7.639272,10,0,0,0
7.639772,10,0,0,0
7.640273,10,0,0,0
7.640773,10,0,0,0
7.641273,10,0,0,0
7.641773,10,0,0,0
7.642273,10,0,0,0
7.642774,10,0,0,0
7.643274,10,0,0,0
7.643774,10,0,0,0
7.644274,10,0,0,0
7.644774,10,0,0,0
7.645275,10,0,0,0
7.645775,10,0,0,0
7.646275,10,0,0,0
7.646775,10,0,0,0
7.647275,10,0,0,0
7.647776,10,0,0,0
7.648276,10,0,0,0
7.648776,10,0,0,0
7.649276,10,0,0,0
7.649776,10,0,0,0
7.650277,10,0,0,0
7.650777,10,0,0,0
7.651277,10,0,0,0
7.651777,10,0,0,0
7.652277,10,0,0,0
7.652778,10,0,0,0
7.653278,10,0,0,0
7.653778,10,0,0,0
7.654278,10,0,0,0
7.654778,10,0,0,0
7.655279,10,0,0,0
7.655779,10,0,0,0
7.656279,10,0,0,0
7.656779,10,0,0,0
7.657279,10,0,0,0
7.65778,10,0,0,0
7.65828,10,0,0,0
7.65878,10,0,0,0
7.65928,10,0,0,0
7.659781,10,0,0,0
7.660281,10,0,0,0
7.660781,10,0,0,0
7.661281,10,0,0,0
7.661781,10,0,0,0
7.662282,10,0,0,0
7.662782,10,0,0,0
7.663282,10,0,0,0
7.663782,10,0,0,0
7.664282,10,0,0,0
7.664783,10,0,0,0
7.665283,10,0,0,0
7.665783,10,0,0,0
7.666283,10,0,0,0
7.666783,10,0,0,0
7.667284,10,0,0,0
7.667784,10,0,0,0
7.668284,10,0,0,0
7.668784,10,0,0,0
7.669284,10,0,0,0
7.669785,10,0,0,0
7.670285,10,0,0,0
7.670785,10,0,0,0
7.671285,10,0,0,0
7.671785,10,0,0,0
7.672286,10,0,0,0
7.672786,10,0,0,0
7.673286,10,0,0,0
7.673786,10,0,0,0
7.674286,10,0,0,0
7.674787,10,0,0,0
7.675287,10,0,0,0
7.675787,10,0,0,0
7.676287,10,0,0,0
7.676787,10,0,0,0
7.677288,10,0,0,0
7.677788,10,0,0,0
7.678288,10,0,0,0
7.678788,10,0,0,0
7.679288,10,0,0,0
7.679789,10,0,0,0
7.680289,10,0,0,0
7.680789,10,0,0,0
7.681289,10,0,0,0
7.681789,10,0,0,0
7.68229,10,0,0,0
7.68279,10,0,0,0
7.68329,10,0,0,0
7.68379,10,0,0,0
7.68429,10,0,0,0
7.684791,10,0,0,0
7.685291,10,0,0,0
7.685791,10,0,0,0
7.686291,10,0,0,0
7.686791,10,0,0,0
7.687292,10,0,0,0
7.687792,10,0,0,0
7.688292,10,0,0,0
7.688792,10,0,0,0
7.689292,10,0,0,0
7.689793,10,0,0,0
7.690293,10,0,0,0
7.690793,10,0,0,0
7.691293,10,0,0,0
7.691793,10,0,0,0
7.692294,10,0,0,0
7.692794,10,0,0,0
7.693294,10,0,0,0
7.693794,10,0,0,0
7.694294,10,0,0,0
7.694795,10,0,0,0
7.695295,10,0,0,0
7.695795,10,0,0,0
7.696295,10,0,0,0
7.696795,10,0,0,0
7.697296,10,0,0,0
7.697796,10,0,0,0
7.698296,10,0,0,0
7.698796,10,0,0,0
7.699296,10,0,0,0
7.699797,10,0,0,0
7.700297,10,0,0,0
7.700797,10,0,0,0
7.701297,10,0,0,0
7.701797,10,0,0,0
7.702298,10,0,0,0
7.702798,10,0,0,0
7.703298,10,0,0,0
7.703798,10,0,0,0
7.704298,10,0,0,0
7.704799,10,0,0,0
7.705299,10,0,0,0
7.705799,10,0,0,0
7.706299,10,0,0,0
7.7068,10,0,0,0
7.7073,10,0,0,0
7.7078,10,0,0,0
7.7083,10,0,0,0
7.7088,10,0,0,0
7.709301,10,0,0,0
7.709801,10,0,0,0
7.710301,10,0,0,0
7.710801,10,0,0,0
7.711301,10,0,0,0
7.711802,10,0,0,0
7.712302,10,0,0,0
7.712802,10,0,0,0
7.713302,10,0,0,0
7.713802,10,0,0,0
7.714303,10,0,0,0
7.714803,10,0,0,0
7.715303,10,0,0,0
7.715803,10,0,0,0
7.716303,10,0,0,0
7.716804,10,0,0,0
7.717304,10,0,0,0
7.717804,10,0,0,0
7.718304,10,0,0,0
7.718804,10,0,0,0
7.719305,10,0,0,0
7.719805,10,0,0,0
7.720305,10,0,0,0
7.720805,10,0,0,0
7.721305,10,0,0,0
7.721806,10,0,0,0
7.722306,10,0,0,0
7.722806,10,0,0,0
7.723306,10,0,0,0
7.723806,10,0,0,0
7.724307,10,0,0,0
7.724807,10,0,0,0
7.725307,10,0,0,0
7.725807,10,0,0,0
7.726307,10,0,0,0
7.726808,10,0,0,0
7.727308,10,0,0,0
7.727808,10,0,0,0
7.728308,10,0,0,0
7.728808,10,0,0,0
7.729309,10,0,0,0
7.729809,10,0,0,0
7.730309,10,0,0,0
7.730809,10,0,0,0
7.731309,10,0,0,0
7.73181,10,0,0,0
7.73231,10,0,0,0
7.73281,10,0,0,0
7.73331,10,0,0,0
7.73381,10,0,0,0
7.734311,10,0,0,0
7.734811,10,0,0,0
7.735311,10,0,0,0
7.735811,10,0,0,0
7.736311,10,0,0,0
7.736812,10,0,0,0
7.737312,10,0,0,0
7.737812,10,0,0,0
7.738312,10,0,0,0
7.738812,10,0,0,0
7.739313,10,0,0,0
7.739813,10,0,0,0
7.740313,10,0,0,0
7.740813,10,0,0,0
7.741313,10,0,0,0
7.741814,10,0,0,0
7.742314,10,0,0,0
7.742814,10,0,0,0
7.743314,10,0,0,0
7.743814,10,0,0,0
7.744315,10,0,0,0
7.744815,10,0,0,0
7.745315,10,0,0,0
7.745815,10,0,0,0
7.746315,10,0,0,0
7.746816,10,0,0,0
7.747316,10,0,0,0
7.747816,10,0,0,0
7.748316,10,0,0,0
7.748816,10,0,0,0
7.749317,10,0,0,0
7.749817,10,0,0,0
7.750317,10,0,0,0
7.750817,10,0,0,0
7.751318,10,0,0,0
7.751818,10,0,0,0
7.752318,10,0,0,0
7.752818,10,0,0,0
7.753318,10,0,0,0
7.753819,10,0,0,0
7.754319,10,0,0,0
7.754819,10,0,0,0
7.755319,10,0,0,0
7.755819,10,0,0,0
7.75632,10,0,0,0
7.75682,10,0,0,0
7.75732,10,0,0,0
7.75782,10,0,0,0
7.75832,10,0,0,0
7.758821,10,0,0,0
7.759321,10,0,0,0
7.759821,10,0,0,0
7.760321,10,0,0,0
7.760821,10,0,0,0
7.761322,10,0,0,0
7.761822,10,0,0,0
7.762322,10,0,0,0
7.762822,10,0,0,0
7.763322,10,0,0,0
7.763823,10,0,0,0
7.764323,10,0,0,0
7.764823,10,0,0,0
7.765323,10,0,0,0
7.765823,10,0,0,0
7.766324,10,0,0,0
7.766824,10,0,0,0
7.767324,10,0,0,0
7.767824,10,0,0,0
7.768324,10,0,0,0
7.768825,10,0,0,0
7.769325,10,0,0,0
7.769825,10,0,0,0
7.770325,10,0,0,0
7.770825,10,0,0,0
7.771326,10,0,0,0
7.771826,10,0,0,0
7.772326,10,0,0,0
7.772826,10,0,0,0
7.773326,10,0,0,0
7.773827,10,0,0,0
7.774327,10,0,0,0
7.774827,10,0,0,0
7.775327,10,0,0,0
7.775827,10,0,0,0
7.776328,10,0,0,0
7.776828,10,0,0,0
7.777328,10,0,0,0
7.777828,10,0,0,0
7.778328,10,0,0,0
7.778829,10,0,0,0
7.779329,10,0,0,0
7.779829,10,0,0,0
7.780329,10,0,0,0
7.780829,10,0,0,0
7.78133,10,0,0,0
7.78183,10,0,0,0
7.78233,10,0,0,0
7.78283,10,0,0,0
7.78333,10,0,0,0
7.783831,10,0,0,0
7.784331,10,0,0,0
7.784831,10,0,0,0
7.785331,10,0,0,0
7.785831,10,0,0,0
7.786332,10,0,0,0
7.786832,10,0,0,0
7.787332,10,0,0,0
7.787832,10,0,0,0
7.788332,10,0,0,0
7.788833,10,0,0,0
7.789333,10,0,0,0
7.789833,10,0,0,0
7.790333,10,0,0,0
7.790833,10,0,0,0
7.791334,10,0,0,0
7.791834,10,0,0,0
7.792334,10,0,0,0
7.792834,10,0,0,0
7.793334,10,0,0,0
7.793835,10,0,0,0
7.794335,10,0,0,0
7.794835,10,0,0,0
7.795335,10,0,0,0
7.795835,10,0,0,0
7.796336,10,0,0,0
7.796836,10,0,0,0
7.797336,10,0,0,0
7.797836,10,0,0,0
7.798337,10,0,0,0
7.798837,10,0,0,0
7.799337,10,0,0,0
7.799837,10,0,0,0
7.800337,10,0,0,0
7.800838,10,0,0,0
7.801338,10,0,0,0
7.801838,10,0,0,0
7.802338,10,0,0,0
7.802838,10,0,0,0
7.803339,10,0,0,0
7.803839,10,0,0,0
7.804339,10,0,0,0
7.804839,10,0,0,0
7.805339,10,0,0,0
7.80584,10,0,0,0
7.80634,10,0,0,0
7.80684,10,0,0,0
7.80734,10,0,0,0
7.80784,10,0,0,0
7.808341,10,0,0,0
7.808841,10,0,0,0
7.809341,10,0,0,0
7.809841,10,0,0,0
7.810341,10,0,0,0
7.810842,10,0,0,0
7.811342,10,0,0,0
7.811842,10,0,0,0
7.812342,10,0,0,0
7.812842,10,0,0,0
7.813343,10,0,0,0
7.813843,10,0,0,0
7.814343,10,0,0,0
7.814843,10,0,0,0
7.815343,10,0,0,0
7.815844,10,0,0,0
7.816344,10,0,0,0
7.816844,10,0,0,0
