t,x(t),v(t),p(t),eKin(t),eSpr(t), a(t), F_Feder(t)
20.39742,-8.625639,-2.169516,-21.69516,23.53399,0,0,119.9996
20.39842,-8.627809,-2.169516,-21.69516,23.53399,0,0,119.9996
20.39942,-8.629978,-2.169516,-21.69516,23.53399,0,0,119.9996
20.40042,-8.632148,-2.169516,-21.69516,23.53399,0,0,119.9996
20.40142,-8.634317,-2.169516,-21.69516,23.53399,0,0,119.9996
20.40242,-8.636487,-2.169516,-21.69516,23.53399,0,0,119.9996
20.40342,-8.638657,-2.169516,-21.69516,23.53399,0,0,119.9996
20.40442,-8.640826,-2.169516,-21.69516,23.53399,0,0,119.9996
20.40541,-8.642996,-2.169516,-21.69516,23.53399,0,0,119.9996
20.40641,-8.645165,-2.169516,-21.69516,23.53399,0,0,119.9996
20.40741,-8.647335,-2.169516,-21.69516,23.53399,0,0,119.9996
20.40841,-8.649505,-2.169516,-21.69516,23.53399,0,0,119.9996
20.40941,-8.651674,-2.169516,-21.69516,23.53399,0,0,119.9996
20.41041,-8.653844,-2.169516,-21.69516,23.53399,0,0,119.9996
20.41141,-8.656013,-2.169516,-21.69516,23.53399,0,0,119.9996
20.41241,-8.658183,-2.169516,-21.69516,23.53399,0,0,119.9996
20.41341,-8.660353,-2.169516,-21.69516,23.53399,0,0,119.9996
20.41441,-8.662522,-2.169516,-21.69516,23.53399,0,0,119.9996
20.41541,-8.664692,-2.169516,-21.69516,23.53399,0,0,119.9996
20.41641,-8.666862,-2.169516,-21.69516,23.53399,0,0,119.9996
20.41741,-8.669031,-2.169516,-21.69516,23.53399,0,0,119.9996
20.41841,-8.671201,-2.169516,-21.69516,23.53399,0,0,119.9996
20.41941,-8.67337,-2.169516,-21.69516,23.53399,0,0,119.9996
20.42041,-8.67554,-2.169516,-21.69516,23.53399,0,0,119.9996
20.42141,-8.67771,-2.169516,-21.69516,23.53399,0,0,119.9996
20.42241,-8.679879,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4234,-8.682049,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4244,-8.684218,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4254,-8.686388,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4264,-8.688558,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4274,-8.690727,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4284,-8.692897,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4294,-8.695066,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4304,-8.697236,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4314,-8.699406,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4324,-8.701575,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4334,-8.703745,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4344,-8.705914,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4354,-8.708084,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4364,-8.710254,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4374,-8.712423,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4384,-8.714593,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4394,-8.716763,-2.169516,-21.69516,23.53399,0,0,119.9996
20.4404,-8.718932,-2.169516,-21.69516,23.53399,0,0,119.9996
20.44139,-8.721102,-2.169516,-21.69516,23.53399,0,0,119.9996
20.44239,-8.723271,-2.169516,-21.69516,23.53399,0,0,119.9996
20.44339,-8.725441,-2.169516,-21.69516,23.53399,0,0,119.9996
20.44439,-8.727611,-2.169516,-21.69516,23.53399,0,0,119.9996
20.44539,-8.72978,-2.169516,-21.69516,23.53399,0,0,119.9996
20.44639,-8.73195,-2.169516,-21.69516,23.53399,0,0,119.9996
20.44739,-8.734119,-2.169516,-21.69516,23.53399,0,0,119.9996
20.44839,-8.736289,-2.169516,-21.69516,23.53399,0,0,119.9996
20.44939,-8.738459,-2.169516,-21.69516,23.53399,0,0,119.9996
20.45039,-8.740628,-2.169516,-21.69516,23.53399,0,0,119.9996
20.45139,-8.742798,-2.169516,-21.69516,23.53399,0,0,119.9996
20.45239,-8.744967,-2.169516,-21.69516,23.53399,0,0,119.9996
20.45339,-8.747137,-2.169516,-21.69516,23.53399,0,0,119.9996
20.45439,-8.749307,-2.169516,-21.69516,23.53399,0,0,119.9996
20.45539,-8.751476,-2.169516,-21.69516,23.53399,0,0,119.9996
20.45639,-8.753646,-2.169516,-21.69516,23.53399,0,0,119.9996
20.45739,-8.755816,-2.169516,-21.69516,23.53399,0,0,119.9996
20.45839,-8.757985,-2.169516,-21.69516,23.53399,0,0,119.9996
20.45938,-8.760155,-2.169516,-21.69516,23.53399,0,0,119.9996
20.46038,-8.762324,-2.169516,-21.69516,23.53399,0,0,119.9996
20.46138,-8.764494,-2.169516,-21.69516,23.53399,0,0,119.9996
20.46238,-8.766664,-2.169516,-21.69516,23.53399,0,0,119.9996
20.46338,-8.768833,-2.169516,-21.69516,23.53399,0,0,119.9996
20.46438,-8.771003,-2.169516,-21.69516,23.53399,0,0,119.9996
20.46538,-8.773172,-2.169516,-21.69516,23.53399,0,0,119.9996
20.46638,-8.775342,-2.169516,-21.69516,23.53399,0,0,119.9996
20.46738,-8.777512,-2.169516,-21.69516,23.53399,0,0,119.9996
20.46838,-8.779681,-2.169516,-21.69516,23.53399,0,0,119.9996
20.46938,-8.781851,-2.169516,-21.69516,23.53399,0,0,119.9996
20.47038,-8.78402,-2.169516,-21.69516,23.53399,0,0,119.9996
20.47138,-8.78619,-2.169516,-21.69516,23.53399,0,0,119.9996
20.47238,-8.78836,-2.169516,-21.69516,23.53399,0,0,119.9996
20.47338,-8.790529,-2.169516,-21.69516,23.53399,0,0,119.9996
20.47438,-8.792699,-2.169516,-21.69516,23.53399,0,0,119.9996
20.47538,-8.794868,-2.169516,-21.69516,23.53399,0,0,119.9996
20.47638,-8.797038,-2.169516,-21.69516,23.53399,0,0,119.9996
20.47738,-8.799208,-2.169516,-21.69516,23.53399,0,0,119.9996
20.47837,-8.801377,-2.169516,-21.69516,23.53399,0,0,119.9996
20.47937,-8.803547,-2.169516,-21.69516,23.53399,0,0,119.9996
20.48037,-8.805717,-2.169516,-21.69516,23.53399,0,0,119.9996
20.48137,-8.807886,-2.169516,-21.69516,23.53399,0,0,119.9996
20.48237,-8.810056,-2.169516,-21.69516,23.53399,0,0,119.9996
20.48337,-8.812225,-2.169516,-21.69516,23.53399,0,0,119.9996
20.48437,-8.814395,-2.169516,-21.69516,23.53399,0,0,119.9996
20.48537,-8.816565,-2.169516,-21.69516,23.53399,0,0,119.9996
20.48637,-8.818734,-2.169516,-21.69516,23.53399,0,0,119.9996
20.48737,-8.820904,-2.169516,-21.69516,23.53399,0,0,119.9996
20.48837,-8.823073,-2.169516,-21.69516,23.53399,0,0,119.9996
20.48937,-8.825243,-2.169516,-21.69516,23.53399,0,0,119.9996
20.49037,-8.827413,-2.169516,-21.69516,23.53399,0,0,119.9996
20.49137,-8.829582,-2.169516,-21.69516,23.53399,0,0,119.9996
20.49237,-8.831752,-2.169516,-21.69516,23.53399,0,0,119.9996
20.49337,-8.833921,-2.169516,-21.69516,23.53399,0,0,119.9996
20.49437,-8.836091,-2.169516,-21.69516,23.53399,0,0,119.9996
20.49537,-8.838261,-2.169516,-21.69516,23.53399,0,0,119.9996
20.49636,-8.84043,-2.169516,-21.69516,23.53399,0,0,119.9996
20.49736,-8.8426,-2.169516,-21.69516,23.53399,0,0,119.9996
20.49836,-8.844769,-2.169516,-21.69516,23.53399,0,0,119.9996
20.49936,-8.846939,-2.169516,-21.69516,23.53399,0,0,119.9996
20.50036,-8.849109,-2.169516,-21.69516,23.53399,0,0,119.9996
20.50136,-8.851278,-2.169516,-21.69516,23.53399,0,0,119.9996
20.50236,-8.853448,-2.169516,-21.69516,23.53399,0,0,119.9996
20.50336,-8.855618,-2.169516,-21.69516,23.53399,0,0,119.9996
20.50436,-8.857787,-2.169516,-21.69516,23.53399,0,0,119.9996
20.50536,-8.859957,-2.169516,-21.69516,23.53399,0,0,119.9996
20.50636,-8.862126,-2.169516,-21.69516,23.53399,0,0,119.9996
20.50736,-8.864296,-2.169516,-21.69516,23.53399,0,0,119.9996
20.50836,-8.866466,-2.169516,-21.69516,23.53399,0,0,119.9996
20.50936,-8.868635,-2.169516,-21.69516,23.53399,0,0,119.9996
20.51036,-8.870805,-2.169516,-21.69516,23.53399,0,0,119.9996
20.51136,-8.872974,-2.169516,-21.69516,23.53399,0,0,119.9996
20.51236,-8.875144,-2.169516,-21.69516,23.53399,0,0,119.9996
20.51336,-8.877314,-2.169516,-21.69516,23.53399,0,0,119.9996
20.51435,-8.879483,-2.169516,-21.69516,23.53399,0,0,119.9996
20.51535,-8.881653,-2.169516,-21.69516,23.53399,0,0,119.9996
20.51635,-8.883822,-2.169516,-21.69516,23.53399,0,0,119.9996
20.51735,-8.885992,-2.169516,-21.69516,23.53399,0,0,119.9996
20.51835,-8.888162,-2.169516,-21.69516,23.53399,0,0,119.9996
20.51935,-8.890331,-2.169516,-21.69516,23.53399,0,0,119.9996
20.52035,-8.892501,-2.169516,-21.69516,23.53399,0,0,119.9996
20.52135,-8.89467,-2.169516,-21.69516,23.53399,0,0,119.9996
20.52235,-8.89684,-2.169516,-21.69516,23.53399,0,0,119.9996
20.52335,-8.89901,-2.169516,-21.69516,23.53399,0,0,119.9996
20.52435,-8.901179,-2.169516,-21.69516,23.53399,0,0,119.9996
20.52535,-8.903349,-2.169516,-21.69516,23.53399,0,0,119.9996
20.52635,-8.905519,-2.169516,-21.69516,23.53399,0,0,119.9996
20.52735,-8.907688,-2.169516,-21.69516,23.53399,0,0,119.9996
20.52835,-8.909858,-2.169516,-21.69516,23.53399,0,0,119.9996
20.52935,-8.912027,-2.169516,-21.69516,23.53399,0,0,119.9996
20.53035,-8.914197,-2.169516,-21.69516,23.53399,0,0,119.9996
20.53135,-8.916367,-2.169516,-21.69516,23.53399,0,0,119.9996
20.53234,-8.918536,-2.169516,-21.69516,23.53399,0,0,119.9996
20.53334,-8.920706,-2.169516,-21.69516,23.53399,0,0,119.9996
20.53434,-8.922875,-2.169516,-21.69516,23.53399,0,0,119.9996
20.53534,-8.925045,-2.169516,-21.69516,23.53399,0,0,119.9996
20.53634,-8.927215,-2.169516,-21.69516,23.53399,0,0,119.9996
20.53734,-8.929384,-2.169516,-21.69516,23.53399,0,0,119.9996
20.53834,-8.931554,-2.169516,-21.69516,23.53399,0,0,119.9996
20.53934,-8.933723,-2.169516,-21.69516,23.53399,0,0,119.9996
20.54034,-8.935893,-2.169516,-21.69516,23.53399,0,0,119.9996
20.54134,-8.938063,-2.169516,-21.69516,23.53399,0,0,119.9996
20.54234,-8.940232,-2.169516,-21.69516,23.53399,0,0,119.9996
20.54334,-8.942402,-2.169516,-21.69516,23.53399,0,0,119.9996
20.54434,-8.944571,-2.169516,-21.69516,23.53399,0,0,119.9996
20.54534,-8.946741,-2.169516,-21.69516,23.53399,0,0,119.9996
20.54634,-8.948911,-2.169516,-21.69516,23.53399,0,0,119.9996
20.54734,-8.95108,-2.169516,-21.69516,23.53399,0,0,119.9996
20.54834,-8.95325,-2.169516,-21.69516,23.53399,0,0,119.9996
20.54934,-8.95542,-2.169516,-21.69516,23.53399,0,0,119.9996
20.55033,-8.957589,-2.169516,-21.69516,23.53399,0,0,119.9996
20.55133,-8.959759,-2.169516,-21.69516,23.53399,0,0,119.9996
20.55233,-8.961928,-2.169516,-21.69516,23.53399,0,0,119.9996
20.55333,-8.964098,-2.169516,-21.69516,23.53399,0,0,119.9996
20.55433,-8.966268,-2.169516,-21.69516,23.53399,0,0,119.9996
20.55533,-8.968437,-2.169516,-21.69516,23.53399,0,0,119.9996
20.55633,-8.970607,-2.169516,-21.69516,23.53399,0,0,119.9996
20.55733,-8.972776,-2.169516,-21.69516,23.53399,0,0,119.9996
20.55833,-8.974946,-2.169516,-21.69516,23.53399,0,0,119.9996
20.55933,-8.977116,-2.169516,-21.69516,23.53399,0,0,119.9996
20.56033,-8.979285,-2.169516,-21.69516,23.53399,0,0,119.9996
20.56133,-8.981455,-2.169516,-21.69516,23.53399,0,0,119.9996
20.56233,-8.983624,-2.169516,-21.69516,23.53399,0,0,119.9996
20.56333,-8.985794,-2.169516,-21.69516,23.53399,0,0,119.9996
20.56433,-8.987964,-2.169516,-21.69516,23.53399,0,0,119.9996
20.56533,-8.990133,-2.169516,-21.69516,23.53399,0,0,119.9996
20.56633,-8.992303,-2.169516,-21.69516,23.53399,0,0,119.9996
20.56733,-8.994473,-2.169516,-21.69516,23.53399,0,0,119.9996
20.56833,-8.996642,-2.169516,-21.69516,23.53399,0,0,119.9996
20.56932,-8.998812,-2.169516,-21.69516,23.53399,0,0,119.9996
20.57032,-9.000981,-2.169516,-21.69516,23.53399,0,0,119.9996
20.57132,-9.003151,-2.169516,-21.69516,23.53399,0,0,119.9996
20.57232,-9.005321,-2.169516,-21.69516,23.53399,0,0,119.9996
20.57332,-9.00749,-2.169516,-21.69516,23.53399,0,0,119.9996
20.57432,-9.00966,-2.169516,-21.69516,23.53399,0,0,119.9996
20.57532,-9.011829,-2.169516,-21.69516,23.53399,0,0,119.9996
20.57632,-9.013999,-2.169516,-21.69516,23.53399,0,0,119.9996
20.57732,-9.016169,-2.169516,-21.69516,23.53399,0,0,119.9996
20.57832,-9.018338,-2.169516,-21.69516,23.53399,0,0,119.9996
20.57932,-9.020508,-2.169516,-21.69516,23.53399,0,0,119.9996
20.58032,-9.022677,-2.169516,-21.69516,23.53399,0,0,119.9996
20.58132,-9.024847,-2.169516,-21.69516,23.53399,0,0,119.9996
20.58232,-9.027017,-2.169516,-21.69516,23.53399,0,0,119.9996
20.58332,-9.029186,-2.169516,-21.69516,23.53399,0,0,119.9996
20.58432,-9.031356,-2.169516,-21.69516,23.53399,0,0,119.9996
20.58532,-9.033525,-2.169516,-21.69516,23.53399,0,0,119.9996
20.58632,-9.035695,-2.169516,-21.69516,23.53399,0,0,119.9996
20.58731,-9.037865,-2.169516,-21.69516,23.53399,0,0,119.9996
20.58831,-9.040034,-2.169516,-21.69516,23.53399,0,0,119.9996
20.58931,-9.042204,-2.169516,-21.69516,23.53399,0,0,119.9996
20.59031,-9.044374,-2.169516,-21.69516,23.53399,0,0,119.9996
20.59131,-9.046543,-2.169516,-21.69516,23.53399,0,0,119.9996
20.59231,-9.048713,-2.169516,-21.69516,23.53399,0,0,119.9996
20.59331,-9.050882,-2.169516,-21.69516,23.53399,0,0,119.9996
20.59431,-9.053052,-2.169516,-21.69516,23.53399,0,0,119.9996
20.59531,-9.055222,-2.169516,-21.69516,23.53399,0,0,119.9996
20.59631,-9.057391,-2.169516,-21.69516,23.53399,0,0,119.9996
20.59731,-9.059561,-2.169516,-21.69516,23.53399,0,0,119.9996
20.59831,-9.06173,-2.169516,-21.69516,23.53399,0,0,119.9996
20.59931,-9.0639,-2.169516,-21.69516,23.53399,0,0,119.9996
20.60031,-9.06607,-2.169516,-21.69516,23.53399,0,0,119.9996
20.60131,-9.068239,-2.169516,-21.69516,23.53399,0,0,119.9996
20.60231,-9.070409,-2.169516,-21.69516,23.53399,0,0,119.9996
20.60331,-9.072578,-2.169516,-21.69516,23.53399,0,0,119.9996
20.60431,-9.074748,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6053,-9.076918,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6063,-9.079087,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6073,-9.081257,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6083,-9.083426,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6093,-9.085596,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6103,-9.087766,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6113,-9.089935,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6123,-9.092105,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6133,-9.094275,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6143,-9.096444,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6153,-9.098614,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6163,-9.100783,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6173,-9.102953,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6183,-9.105123,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6193,-9.107292,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6203,-9.109462,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6213,-9.111631,-2.169516,-21.69516,23.53399,0,0,119.9996
20.6223,-9.113801,-2.169516,-21.69516,23.53399,0,0,119.9996
20.62329,-9.115971,-2.169516,-21.69516,23.53399,0,0,119.9996
20.62429,-9.11814,-2.169516,-21.69516,23.53399,0,0,119.9996
20.62529,-9.12031,-2.169516,-21.69516,23.53399,0,0,119.9996
20.62629,-9.122479,-2.169516,-21.69516,23.53399,0,0,119.9996
20.62729,-9.124649,-2.169516,-21.69516,23.53399,0,0,119.9996
20.62829,-9.126819,-2.169516,-21.69516,23.53399,0,0,119.9996
20.62929,-9.128988,-2.169516,-21.69516,23.53399,0,0,119.9996
20.63029,-9.131158,-2.169516,-21.69516,23.53399,0,0,119.9996
20.63129,-9.133327,-2.169516,-21.69516,23.53399,0,0,119.9996
20.63229,-9.135497,-2.169516,-21.69516,23.53399,0,0,119.9996
20.63329,-9.137667,-2.169516,-21.69516,23.53399,0,0,119.9996
20.63429,-9.139836,-2.169516,-21.69516,23.53399,0,0,119.9996
20.63529,-9.142006,-2.169516,-21.69516,23.53399,0,0,119.9996
20.63629,-9.144176,-2.169516,-21.69516,23.53399,0,0,119.9996
20.63729,-9.146345,-2.169516,-21.69516,23.53399,0,0,119.9996
20.63829,-9.148515,-2.169516,-21.69516,23.53399,0,0,119.9996
20.63929,-9.150684,-2.169516,-21.69516,23.53399,0,0,119.9996
20.64029,-9.152854,-2.169516,-21.69516,23.53399,0,0,119.9996
20.64128,-9.155024,-2.169516,-21.69516,23.53399,0,0,119.9996
20.64228,-9.157193,-2.169516,-21.69516,23.53399,0,0,119.9996
20.64328,-9.159363,-2.169516,-21.69516,23.53399,0,0,119.9996
20.64428,-9.161532,-2.169516,-21.69516,23.53399,0,0,119.9996
20.64528,-9.163702,-2.169516,-21.69516,23.53399,0,0,119.9996
20.64628,-9.165872,-2.169516,-21.69516,23.53399,0,0,119.9996
20.64728,-9.168041,-2.169516,-21.69516,23.53399,0,0,119.9996
20.64828,-9.170211,-2.169516,-21.69516,23.53399,0,0,119.9996
20.64928,-9.17238,-2.169516,-21.69516,23.53399,0,0,119.9996
20.65028,-9.17455,-2.169516,-21.69516,23.53399,0,0,119.9996
20.65128,-9.17672,-2.169516,-21.69516,23.53399,0,0,119.9996
20.65228,-9.178889,-2.169516,-21.69516,23.53399,0,0,119.9996
20.65328,-9.181059,-2.169516,-21.69516,23.53399,0,0,119.9996
20.65428,-9.183228,-2.169516,-21.69516,23.53399,0,0,119.9996
20.65528,-9.185398,-2.169516,-21.69516,23.53399,0,0,119.9996
20.65628,-9.187568,-2.169516,-21.69516,23.53399,0,0,119.9996
20.65728,-9.189737,-2.169516,-21.69516,23.53399,0,0,119.9996
20.65828,-9.191907,-2.169516,-21.69516,23.53399,0,0,119.9996
20.65928,-9.194077,-2.169516,-21.69516,23.53399,0,0,119.9996
20.66027,-9.196246,-2.169516,-21.69516,23.53399,0,0,119.9996
20.66127,-9.198416,-2.169516,-21.69516,23.53399,0,0,119.9996
20.66227,-9.200585,-2.169516,-21.69516,23.53399,0,0,119.9996
20.66327,-9.202755,-2.169516,-21.69516,23.53399,0,0,119.9996
20.66427,-9.204925,-2.169516,-21.69516,23.53399,0,0,119.9996
20.66527,-9.207094,-2.169516,-21.69516,23.53399,0,0,119.9996
20.66627,-9.209264,-2.169516,-21.69516,23.53399,0,0,119.9996
20.66727,-9.211433,-2.169516,-21.69516,23.53399,0,0,119.9996
20.66827,-9.213603,-2.169516,-21.69516,23.53399,0,0,119.9996
20.66927,-9.215773,-2.169516,-21.69516,23.53399,0,0,119.9996
20.67027,-9.217942,-2.169516,-21.69516,23.53399,0,0,119.9996
20.67127,-9.220112,-2.169516,-21.69516,23.53399,0,0,119.9996
20.67227,-9.222281,-2.169516,-21.69516,23.53399,0,0,119.9996
20.67327,-9.224451,-2.169516,-21.69516,23.53399,0,0,119.9996
20.67427,-9.226621,-2.169516,-21.69516,23.53399,0,0,119.9996
20.67527,-9.22879,-2.169516,-21.69516,23.53399,0,0,119.9996
20.67627,-9.23096,-2.169516,-21.69516,23.53399,0,0,119.9996
20.67727,-9.23313,-2.169516,-21.69516,23.53399,0,0,119.9996
20.67826,-9.235299,-2.169516,-21.69516,23.53399,0,0,119.9996
20.67926,-9.237469,-2.169516,-21.69516,23.53399,0,0,119.9996
20.68026,-9.239638,-2.169516,-21.69516,23.53399,0,0,119.9996
20.68126,-9.241808,-2.169516,-21.69516,23.53399,0,0,119.9996
20.68226,-9.243978,-2.169516,-21.69516,23.53399,0,0,119.9996
20.68326,-9.246147,-2.169516,-21.69516,23.53399,0,0,119.9996
20.68426,-9.248317,-2.169516,-21.69516,23.53399,0,0,119.9996
20.68526,-9.250486,-2.169516,-21.69516,23.53399,0,0,119.9996
20.68626,-9.252656,-2.169516,-21.69516,23.53399,0,0,119.9996
20.68726,-9.254826,-2.169516,-21.69516,23.53399,0,0,119.9996
20.68826,-9.256995,-2.169516,-21.69516,23.53399,0,0,119.9996
20.68926,-9.259165,-2.169516,-21.69516,23.53399,0,0,119.9996
20.69026,-9.261334,-2.169516,-21.69516,23.53399,0,0,119.9996
20.69126,-9.263504,-2.169516,-21.69516,23.53399,0,0,119.9996
20.69226,-9.265674,-2.169516,-21.69516,23.53399,0,0,119.9996
20.69326,-9.267843,-2.169516,-21.69516,23.53399,0,0,119.9996
20.69426,-9.270013,-2.169516,-21.69516,23.53399,0,0,119.9996
20.69526,-9.272182,-2.169516,-21.69516,23.53399,0,0,119.9996
20.69625,-9.274352,-2.169516,-21.69516,23.53399,0,0,119.9996
20.69725,-9.276522,-2.169516,-21.69516,23.53399,0,0,119.9996
20.69825,-9.278691,-2.169516,-21.69516,23.53399,0,0,119.9996
20.69925,-9.280861,-2.169516,-21.69516,23.53399,0,0,119.9996
20.70025,-9.283031,-2.169516,-21.69516,23.53399,0,0,119.9996
20.70125,-9.2852,-2.169516,-21.69516,23.53399,0,0,119.9996
20.70225,-9.28737,-2.169516,-21.69516,23.53399,0,0,119.9996
20.70325,-9.289539,-2.169516,-21.69516,23.53399,0,0,119.9996
20.70425,-9.291709,-2.169516,-21.69516,23.53399,0,0,119.9996
20.70525,-9.293879,-2.169516,-21.69516,23.53399,0,0,119.9996
20.70625,-9.296048,-2.169516,-21.69516,23.53399,0,0,119.9996
20.70725,-9.298218,-2.169516,-21.69516,23.53399,0,0,119.9996
20.70825,-9.300387,-2.169516,-21.69516,23.53399,0,0,119.9996
20.70925,-9.302557,-2.169516,-21.69516,23.53399,0,0,119.9996
20.71025,-9.304727,-2.169516,-21.69516,23.53399,0,0,119.9996
20.71125,-9.306896,-2.169516,-21.69516,23.53399,0,0,119.9996
20.71225,-9.309066,-2.169516,-21.69516,23.53399,0,0,119.9996
20.71325,-9.311235,-2.169516,-21.69516,23.53399,0,0,119.9996
20.71424,-9.313405,-2.169516,-21.69516,23.53399,0,0,119.9996
20.71524,-9.315575,-2.169516,-21.69516,23.53399,0,0,119.9996
20.71624,-9.317744,-2.169516,-21.69516,23.53399,0,0,119.9996
20.71724,-9.319914,-2.169516,-21.69516,23.53399,0,0,119.9996
20.71824,-9.322083,-2.169516,-21.69516,23.53399,0,0,119.9996
20.71924,-9.324253,-2.169516,-21.69516,23.53399,0,0,119.9996
20.72024,-9.326423,-2.169516,-21.69516,23.53399,0,0,119.9996
20.72124,-9.328592,-2.169516,-21.69516,23.53399,0,0,119.9996
20.72224,-9.330762,-2.169516,-21.69516,23.53399,0,0,119.9996
20.72324,-9.332932,-2.169516,-21.69516,23.53399,0,0,119.9996
20.72424,-9.335101,-2.169516,-21.69516,23.53399,0,0,119.9996
20.72524,-9.337271,-2.169516,-21.69516,23.53399,0,0,119.9996
20.72624,-9.33944,-2.169516,-21.69516,23.53399,0,0,119.9996
20.72724,-9.34161,-2.169516,-21.69516,23.53399,0,0,119.9996
20.72824,-9.34378,-2.169516,-21.69516,23.53399,0,0,119.9996
20.72924,-9.345949,-2.169516,-21.69516,23.53399,0,0,119.9996
20.73024,-9.348119,-2.169516,-21.69516,23.53399,0,0,119.9996
20.73124,-9.350288,-2.169516,-21.69516,23.53399,0,0,119.9996
20.73223,-9.352458,-2.169516,-21.69516,23.53399,0,0,119.9996
20.73323,-9.354628,-2.169516,-21.69516,23.53399,0,0,119.9996
20.73423,-9.356797,-2.169516,-21.69516,23.53399,0,0,119.9996
20.73523,-9.358967,-2.169516,-21.69516,23.53399,0,0,119.9996
20.73623,-9.361136,-2.169516,-21.69516,23.53399,0,0,119.9996
20.73723,-9.363306,-2.169516,-21.69516,23.53399,0,0,119.9996
20.73823,-9.365476,-2.169516,-21.69516,23.53399,0,0,119.9996
20.73923,-9.367645,-2.169516,-21.69516,23.53399,0,0,119.9996
20.74023,-9.369815,-2.169516,-21.69516,23.53399,0,0,119.9996
20.74123,-9.371984,-2.169516,-21.69516,23.53399,0,0,119.9996
20.74223,-9.374154,-2.169516,-21.69516,23.53399,0,0,119.9996
20.74323,-9.376324,-2.169516,-21.69516,23.53399,0,0,119.9996
20.74423,-9.378493,-2.169516,-21.69516,23.53399,0,0,119.9996
20.74523,-9.380663,-2.169516,-21.69516,23.53399,0,0,119.9996
20.74623,-9.382833,-2.169516,-21.69516,23.53399,0,0,119.9996
20.74723,-9.385002,-2.169516,-21.69516,23.53399,0,0,119.9996
20.74823,-9.387172,-2.169516,-21.69516,23.53399,0,0,119.9996
20.74923,-9.389341,-2.169516,-21.69516,23.53399,0,0,119.9996
20.75023,-9.391511,-2.169516,-21.69516,23.53399,0,0,119.9996
20.75122,-9.393681,-2.169516,-21.69516,23.53399,0,0,119.9996
20.75222,-9.39585,-2.169516,-21.69516,23.53399,0,0,119.9996
20.75322,-9.39802,-2.169516,-21.69516,23.53399,0,0,119.9996
20.75422,-9.400189,-2.169516,-21.69516,23.53399,0,0,119.9996
20.75522,-9.402359,-2.169516,-21.69516,23.53399,0,0,119.9996
20.75622,-9.404529,-2.169516,-21.69516,23.53399,0,0,119.9996
20.75722,-9.406698,-2.169516,-21.69516,23.53399,0,0,119.9996
20.75822,-9.408868,-2.169516,-21.69516,23.53399,0,0,119.9996
20.75922,-9.411037,-2.169516,-21.69516,23.53399,0,0,119.9996
20.76022,-9.413207,-2.169516,-21.69516,23.53399,0,0,119.9996
