t,x(t),v(t)
6.559995,11.41279,3.170218
6.579995,11.4762,3.170218
6.599995,11.5396,3.170218
6.619995,11.60301,3.170218
6.639995,11.66641,3.170218
6.659995,11.72981,3.170218
6.679995,11.79322,3.170218
6.699995,11.85662,3.170218
6.719995,11.92003,3.170218
6.739995,11.98343,3.170218
6.759995,12.04683,3.170218
6.779994,12.11024,3.170218
6.799994,12.17364,3.170218
6.819994,12.23705,3.170218
6.839994,12.30045,3.170218
6.859994,12.36385,3.170218
6.879994,12.42726,3.170218
6.899994,12.49066,3.170218
6.919994,12.55407,3.170218
6.939994,12.61747,3.170218
6.959994,12.68087,3.170218
6.979994,12.74428,3.170218
6.999994,12.80768,3.170218
7.019994,12.87109,3.170218
7.039994,12.93449,3.170218
7.059994,12.9979,3.170218
7.079994,13.0613,3.170218
7.099994,13.1247,3.170218
7.119994,13.18811,3.170218
7.139994,13.25151,3.170218
7.159994,13.31492,3.170218
7.179994,13.37832,3.170218
7.199994,13.44172,3.170218
7.219994,13.50513,3.170218
7.239994,13.56853,3.170218
7.259994,13.63194,3.170218
7.279994,13.69534,3.170218
7.299994,13.75874,3.170218
7.319994,13.82215,3.170218
7.339994,13.88555,3.170218
7.359994,13.94896,3.170218
7.379994,14.01236,3.170218
7.399994,14.07576,3.170218
7.419994,14.13917,3.170218
7.439994,14.20257,3.170218
7.459994,14.26598,3.170218
7.479994,14.32938,3.170218
7.499994,14.39279,3.170218
7.519994,14.45619,3.170218
7.539994,14.51959,3.170218
7.559994,14.583,3.170218
7.579994,14.6464,3.170218
7.599994,14.70981,3.170218
7.619994,14.77321,3.170218
7.639994,14.83661,3.170218
7.659994,14.90002,3.170218
7.679994,14.96342,3.170218
7.699994,15.02683,3.170218
7.719994,15.09023,3.170218
7.739994,15.15363,3.170218
7.759994,15.21704,3.170218
7.779994,15.28044,3.170218
7.799994,15.34385,3.170218
7.819993,15.40725,3.170218
7.839993,15.47065,3.170218
7.859993,15.53406,3.170218
7.879993,15.59746,3.170218
7.899993,15.66087,3.170218
7.919993,15.72427,3.170218
7.939993,15.78767,3.170218
7.959993,15.85108,3.170218
7.979993,15.91448,3.170218
7.999993,15.97789,3.170218
8.019994,16.04129,3.170218
8.039994,16.1047,3.170218
8.059995,16.1681,3.170218
8.079995,16.2315,3.170218
8.099996,16.29491,3.170218
8.119996,16.35831,3.170218
8.139997,16.42172,3.170218
8.159997,16.48512,3.170218
8.179997,16.54852,3.170218
8.199998,16.61193,3.170218
8.219998,16.67533,3.170218
8.239999,16.73874,3.170218
8.259999,16.80214,3.170218
8.28,16.86555,3.170218
8.3,16.92895,3.170218
8.320001,16.99235,3.170218
8.340001,17.05576,3.170218
8.360002,17.11916,3.170218
8.380002,17.18257,3.170218
8.400002,17.24597,3.170218
8.420003,17.30937,3.170218
8.440003,17.37278,3.170218
8.460004,17.43618,3.170218
8.480004,17.49959,3.170218
8.500005,17.56299,3.170218
8.520005,17.62639,3.170218
8.540006,17.6898,3.170218
8.560006,17.7532,3.170218
8.580007,17.81661,3.170218
8.600007,17.88001,3.170218
8.620008,17.94341,3.170218
8.640008,18.00682,3.170218
8.660008,18.07022,3.170218
8.680009,18.13363,3.170218
8.700009,18.19703,3.170218
8.72001,18.26044,3.170218
8.74001,18.32384,3.170218
8.760011,18.38724,3.170218
8.780011,18.45065,3.170218
